Respondent_ID,Age_Group,Education_Degree,Income_Quartile,Political_Views,General_Happiness,Trust_Government,Trust_Press,Trust_Science,High_Institutional_Trust,Survey_Weight
GSS_2543,30-44,High School,Q2 (Mid-Low),Conservative,Pretty Happy,3,1,4,1,1.5105
GSS_2544,30-44,Bachelor,Q3 (Mid-High),Conservative,Very Happy,2,2,1,0,0.9523
GSS_2545,18-29,High School,Q2 (Mid-Low),Conservative,Not Too Happy,4,2,1,0,0.709
GSS_2546,60+,High School,Q2 (Mid-Low),Liberal,Pretty Happy,2,5,2,0,0.681
GSS_2547,18-29,High School,Q1 (Low),Moderate,Very Happy,5,2,5,1,0.8068
GSS_2548,45-59,High School,Q4 (High),Conservative,Very Happy,5,5,1,0,1.2401
GSS_2549,45-59,Junior College,Q1 (Low),Moderate,Very Happy,-9,3,4,1,1.2225
GSS_2550,30-44,Bachelor,Q2 (Mid-Low),Conservative,Pretty Happy,5,4,4,1,1.4758
GSS_2551,18-29,Graduate,Q2 (Mid-Low),Liberal,Not Too Happy,5,3,5,1,0.8538
GSS_2552,30-44,Bachelor,Q3 (Mid-High),Conservative,Pretty Happy,2,4,5,1,1.3114
GSS_2553,18-29,Junior College,Q1 (Low),Extremely Liberal,Pretty Happy,5,1,4,1,0.7719
GSS_2554,18-29,High School,Q1 (Low),Liberal,Pretty Happy,3,4,1,0,1.2152
GSS_2555,60+,Bachelor,Q1 (Low),Conservative,Pretty Happy,4,2,2,0,1.0515
GSS_2556,18-29,Bachelor,Q3 (Mid-High),Conservative,Not Too Happy,5,2,5,1,1.0019
GSS_2557,18-29,High School,Q1 (Low),Moderate,Pretty Happy,4,2,1,0,1.5947
GSS_2558,18-29,Bachelor,Q4 (High),Extremely Liberal,Pretty Happy,1,3,1,0,0.7382
GSS_2559,45-59,High School,Q2 (Mid-Low),Liberal,Not Too Happy,5,4,4,1,1.5344
GSS_2560,60+,Junior College,Q1 (Low),Extremely Liberal,Not Too Happy,2,-9,3,0,1.0529
GSS_2561,60+,Junior College,Q1 (Low),Extremely Liberal,Very Happy,2,1,4,0,0.7534
GSS_2562,18-29,Graduate,Q1 (Low),Conservative,Very Happy,5,1,1,0,1.5706
GSS_2563,45-59,Lt High School,Q1 (Low),Moderate,Pretty Happy,3,4,5,1,0.5788
GSS_2564,45-59,High School,Q3 (Mid-High),Moderate,Pretty Happy,-9,1,4,1,1.1757
GSS_2565,45-59,Bachelor,Q3 (Mid-High),Conservative,Pretty Happy,1,5,2,0,1.3447
GSS_2566,45-59,Bachelor,Q3 (Mid-High),Conservative,Pretty Happy,4,2,2,0,1.159
GSS_2567,30-44,High School,Q4 (High),Moderate,Pretty Happy,2,4,4,0,1.2382
GSS_2568,30-44,Graduate,Q2 (Mid-Low),Moderate,Pretty Happy,-9,1,-9,0,0.8885
GSS_2569,30-44,Graduate,Q4 (High),Extremely Liberal,Pretty Happy,5,5,2,1,1.3122
GSS_2570,45-59,High School,Q2 (Mid-Low),Moderate,Pretty Happy,3,5,1,0,1.0753
GSS_2571,45-59,Junior College,Q4 (High),Liberal,Very Happy,3,4,3,0,0.5052
GSS_2572,30-44,Graduate,Q2 (Mid-Low),Conservative,Very Happy,2,3,5,1,1.4925
GSS_2573,60+,High School,Q3 (Mid-High),Liberal,Very Happy,2,4,3,0,0.8194
GSS_2574,45-59,High School,Q2 (Mid-Low),Conservative,Pretty Happy,4,1,2,0,0.9353
GSS_2575,45-59,High School,Q2 (Mid-Low),Moderate,Not Too Happy,5,4,3,1,1.3213
GSS_2576,30-44,High School,Q4 (High),Conservative,Very Happy,2,3,1,0,0.6752
GSS_2577,45-59,High School,Q1 (Low),Extremely Conservative,Pretty Happy,4,2,1,0,1.1629
GSS_2578,30-44,High School,Q2 (Mid-Low),Moderate,Very Happy,5,4,4,1,0.7148
GSS_2579,60+,High School,Q2 (Mid-Low),Moderate,Pretty Happy,2,4,4,0,0.8553
GSS_2580,30-44,High School,Q1 (Low),Liberal,Pretty Happy,1,4,5,0,0.9811
GSS_2581,45-59,High School,Q2 (Mid-Low),Moderate,Pretty Happy,5,5,4,1,1.0946
GSS_2582,18-29,High School,Q4 (High),Conservative,Pretty Happy,3,4,3,0,1.0296
GSS_2583,18-29,High School,Q4 (High),Conservative,Pretty Happy,2,3,2,0,1.5018
GSS_2584,18-29,Graduate,Q1 (Low),Moderate,Pretty Happy,4,4,5,1,0.6336
GSS_2585,30-44,High School,Q4 (High),Moderate,Pretty Happy,5,3,1,0,1.0318
GSS_2586,30-44,Bachelor,Q2 (Mid-Low),Liberal,Very Happy,4,1,5,1,1.4263
GSS_2587,18-29,High School,Q4 (High),Extremely Liberal,Very Happy,1,1,4,0,1.5817
GSS_2588,30-44,High School,Q3 (Mid-High),Liberal,Very Happy,-9,1,3,0,1.217
GSS_2589,18-29,High School,Q4 (High),Moderate,Not Too Happy,3,3,2,0,0.5311
GSS_2590,60+,Graduate,Q1 (Low),Conservative,Very Happy,2,2,-9,0,1.5908
GSS_2591,60+,Junior College,Q2 (Mid-Low),Liberal,Pretty Happy,5,2,1,0,1.2775
GSS_2592,60+,High School,Q3 (Mid-High),Liberal,Very Happy,3,2,2,0,0.5818
GSS_2593,30-44,Bachelor,Q2 (Mid-Low),Extremely Liberal,Pretty Happy,3,1,2,0,1.0699
GSS_2594,60+,Bachelor,Q3 (Mid-High),Liberal,Very Happy,4,1,-9,1,1.0474
GSS_2595,30-44,High School,Q1 (Low),Conservative,Very Happy,1,1,3,0,1.2472
GSS_2596,30-44,High School,Q1 (Low),Liberal,Pretty Happy,4,2,1,0,0.5946
GSS_2597,30-44,High School,Q3 (Mid-High),Extremely Liberal,Very Happy,2,2,3,0,0.7706
GSS_2598,60+,Bachelor,Q3 (Mid-High),Conservative,Very Happy,3,4,2,0,1.4149
GSS_2599,30-44,High School,Q3 (Mid-High),Moderate,Pretty Happy,5,4,1,0,1.5636
GSS_2600,30-44,Graduate,Q4 (High),Extremely Liberal,Very Happy,5,3,5,1,0.7706
GSS_2601,45-59,High School,Q4 (High),Conservative,Pretty Happy,2,2,3,0,1.3953
GSS_2602,30-44,High School,Q3 (Mid-High),Moderate,Pretty Happy,4,5,3,1,0.8382
GSS_2603,45-59,Graduate,Q4 (High),Extremely Liberal,Pretty Happy,1,-9,1,0,1.2309
GSS_2604,30-44,High School,Q4 (High),Extremely Conservative,Pretty Happy,5,1,4,1,1.0682
GSS_2605,45-59,Bachelor,Q3 (Mid-High),Liberal,Not Too Happy,4,4,3,1,1.1077
GSS_2606,45-59,Lt High School,Q1 (Low),Extremely Liberal,Very Happy,5,1,4,1,0.5371
GSS_2607,60+,High School,Q2 (Mid-Low),Liberal,Very Happy,2,4,2,0,1.0917
GSS_2608,30-44,High School,Q2 (Mid-Low),Conservative,Not Too Happy,1,5,1,0,0.9526
GSS_2609,18-29,Graduate,Q3 (Mid-High),Moderate,Pretty Happy,4,5,3,1,1.3014
GSS_2610,60+,Lt High School,Q1 (Low),Conservative,Very Happy,-9,5,5,1,1.4163
GSS_2611,30-44,Graduate,Q1 (Low),Extremely Conservative,Very Happy,2,2,2,0,0.9775
GSS_2612,60+,High School,Q4 (High),Moderate,Very Happy,-9,1,2,0,0.5429
GSS_2613,60+,Graduate,Q1 (Low),Moderate,Very Happy,1,5,5,0,1.1015
GSS_2614,30-44,High School,Q3 (Mid-High),Liberal,Pretty Happy,4,2,2,0,1.1935
GSS_2615,30-44,Lt High School,Q2 (Mid-Low),Conservative,Pretty Happy,2,4,1,0,1.2706
GSS_2616,30-44,High School,Q4 (High),Conservative,Pretty Happy,2,3,4,0,1.391
GSS_2617,30-44,Graduate,Q2 (Mid-Low),Moderate,Pretty Happy,5,3,5,1,1.2571
GSS_2618,45-59,High School,Q1 (Low),Extremely Liberal,Not Too Happy,1,5,3,0,1.2401
GSS_2619,30-44,High School,Q4 (High),Conservative,Pretty Happy,1,4,-9,0,0.8054
GSS_2620,60+,Graduate,Q3 (Mid-High),Moderate,Pretty Happy,-9,-9,4,1,1.3161
GSS_2621,18-29,High School,Q1 (Low),Conservative,Very Happy,4,-9,1,0,0.5906
GSS_2622,18-29,Graduate,Q4 (High),Moderate,Very Happy,3,3,4,1,1.1719
GSS_2623,45-59,High School,Q3 (Mid-High),Extremely Conservative,Very Happy,5,2,4,1,0.6781
GSS_2624,60+,Bachelor,Q1 (Low),Conservative,Very Happy,3,5,2,0,0.692
GSS_2625,60+,Lt High School,Q2 (Mid-Low),Moderate,Pretty Happy,2,1,4,0,0.661
GSS_2626,30-44,Lt High School,Q1 (Low),Extremely Conservative,Pretty Happy,2,3,3,0,1.0386
GSS_2627,60+,High School,Q4 (High),Conservative,Pretty Happy,1,4,1,0,1.2877
GSS_2628,45-59,High School,Q2 (Mid-Low),Moderate,Pretty Happy,5,5,2,1,1.4198
GSS_2629,18-29,Lt High School,Q1 (Low),Liberal,Very Happy,-9,5,3,0,0.8707
GSS_2630,60+,Bachelor,Q3 (Mid-High),Extremely Conservative,Pretty Happy,-9,1,5,1,1.574
GSS_2631,18-29,High School,Q1 (Low),Moderate,Very Happy,2,2,4,0,0.7701
GSS_2632,30-44,Lt High School,Q3 (Mid-High),Extremely Liberal,Pretty Happy,5,5,5,1,1.3693
GSS_2633,45-59,Lt High School,Q2 (Mid-Low),Extremely Conservative,Pretty Happy,4,2,5,1,1.2225
GSS_2634,45-59,High School,Q1 (Low),Extremely Liberal,Not Too Happy,5,-9,1,0,1.0711
GSS_2635,60+,Graduate,Q2 (Mid-Low),Moderate,Not Too Happy,3,4,4,1,1.2978
GSS_2636,18-29,High School,Q2 (Mid-Low),Moderate,Pretty Happy,3,2,3,0,0.5437
GSS_2637,45-59,High School,Q4 (High),Moderate,Pretty Happy,2,1,2,0,0.9245
GSS_2638,30-44,Bachelor,Q2 (Mid-Low),Conservative,Very Happy,3,5,2,0,0.7484
GSS_2639,30-44,High School,Q2 (Mid-Low),Conservative,Very Happy,2,-9,3,0,1.4066
GSS_2640,30-44,Junior College,Q3 (Mid-High),Moderate,Pretty Happy,3,5,5,1,0.6923
GSS_2641,60+,High School,Q3 (Mid-High),Moderate,Pretty Happy,1,5,4,0,0.5566
GSS_2642,60+,High School,Q3 (Mid-High),Extremely Conservative,Pretty Happy,2,3,3,0,0.8937
GSS_2643,30-44,High School,Q1 (Low),Extremely Conservative,Very Happy,5,2,4,1,0.6974
GSS_2644,30-44,Graduate,Q3 (Mid-High),Extremely Conservative,Very Happy,5,1,5,1,0.8295
GSS_2645,45-59,Graduate,Q2 (Mid-Low),Conservative,Very Happy,3,2,5,1,1.2612
GSS_2646,30-44,Junior College,Q4 (High),Extremely Liberal,Pretty Happy,4,2,3,1,0.6491
GSS_2647,30-44,Bachelor,Q2 (Mid-Low),Conservative,Very Happy,4,5,1,0,1.1878
GSS_2648,60+,High School,Q4 (High),Liberal,Very Happy,2,5,3,0,0.9444
GSS_2649,45-59,Graduate,Q4 (High),Moderate,Pretty Happy,3,2,3,0,1.518
GSS_2650,30-44,Bachelor,Q3 (Mid-High),Extremely Conservative,Pretty Happy,-9,2,4,1,0.835
GSS_2651,30-44,High School,Q3 (Mid-High),Extremely Liberal,Pretty Happy,3,3,1,0,1.3504
GSS_2652,30-44,Bachelor,Q3 (Mid-High),Moderate,Pretty Happy,3,1,1,0,0.8402
GSS_2653,45-59,High School,Q4 (High),Extremely Conservative,Pretty Happy,2,4,3,0,0.5744
GSS_2654,30-44,Graduate,Q4 (High),Moderate,Pretty Happy,1,4,5,0,1.3103
GSS_2655,60+,Graduate,Q2 (Mid-Low),Moderate,Pretty Happy,5,2,3,1,1.2059
GSS_2656,60+,High School,Q4 (High),Conservative,Pretty Happy,1,3,3,0,1.2193
GSS_2657,30-44,Bachelor,Q1 (Low),Moderate,Pretty Happy,1,2,3,0,1.5152
GSS_2658,30-44,High School,Q3 (Mid-High),Extremely Liberal,Pretty Happy,3,2,1,0,0.7978
GSS_2659,45-59,Bachelor,Q2 (Mid-Low),Extremely Conservative,Pretty Happy,4,5,4,1,0.8092
GSS_2660,30-44,Graduate,Q3 (Mid-High),Moderate,Pretty Happy,2,1,5,1,1.5087
GSS_2661,30-44,High School,Q2 (Mid-Low),Moderate,Very Happy,3,5,2,0,0.6868
GSS_2662,45-59,Lt High School,Q3 (Mid-High),Liberal,Pretty Happy,5,2,1,0,0.6106
GSS_2663,60+,Bachelor,Q1 (Low),Moderate,Pretty Happy,3,1,2,0,0.7724
GSS_2664,60+,High School,Q2 (Mid-Low),Liberal,Pretty Happy,3,4,5,1,1.3236
GSS_2665,45-59,High School,Q1 (Low),Moderate,Very Happy,5,5,2,1,0.8925
GSS_2666,30-44,Lt High School,Q3 (Mid-High),Extremely Liberal,Pretty Happy,5,5,4,1,0.9495
GSS_2667,60+,High School,Q1 (Low),Extremely Liberal,Not Too Happy,2,3,1,0,1.2329
GSS_2668,30-44,Graduate,Q1 (Low),Extremely Liberal,Very Happy,5,3,3,1,1.424
GSS_2669,30-44,Junior College,Q2 (Mid-Low),Conservative,Pretty Happy,5,4,3,1,1.1117
GSS_2670,30-44,High School,Q3 (Mid-High),Moderate,Very Happy,1,3,3,0,1.3249
GSS_2671,45-59,Junior College,Q4 (High),Moderate,Very Happy,5,5,1,0,0.895
GSS_2672,60+,Graduate,Q3 (Mid-High),Moderate,Pretty Happy,1,4,5,0,0.8205
GSS_2673,18-29,Graduate,Q3 (Mid-High),Moderate,Very Happy,4,4,4,1,0.7728
GSS_2674,45-59,High School,Q1 (Low),Moderate,Very Happy,3,4,4,1,1.065
GSS_2675,45-59,Lt High School,Q1 (Low),Liberal,Pretty Happy,5,2,2,1,1.3968
GSS_2676,30-44,High School,Q3 (Mid-High),Liberal,Pretty Happy,2,5,2,0,1.2949
GSS_2677,45-59,Bachelor,Q2 (Mid-Low),Moderate,Not Too Happy,3,5,4,1,1.1816
GSS_2678,30-44,High School,Q4 (High),Moderate,Pretty Happy,4,1,5,1,1.0875
GSS_2679,30-44,High School,Q3 (Mid-High),Extremely Conservative,Very Happy,5,2,1,0,0.5576
GSS_2680,18-29,Junior College,Q3 (Mid-High),Conservative,Very Happy,2,1,3,0,0.7834
GSS_2681,45-59,Lt High School,Q3 (Mid-High),Extremely Conservative,Not Too Happy,2,-9,-9,0,0.9635
GSS_2682,30-44,High School,Q1 (Low),Moderate,Pretty Happy,2,2,5,1,1.1331
GSS_2683,45-59,High School,Q4 (High),Liberal,Very Happy,1,4,2,0,0.6461
GSS_2684,30-44,High School,Q2 (Mid-Low),Liberal,Very Happy,3,4,1,0,0.9112
GSS_2685,18-29,High School,Q1 (Low),Extremely Conservative,Not Too Happy,5,4,3,1,1.0078
GSS_2686,30-44,Junior College,Q3 (Mid-High),Moderate,Pretty Happy,2,5,1,0,1.309
GSS_2687,60+,Bachelor,Q1 (Low),Liberal,Not Too Happy,1,1,2,0,1.2807
GSS_2688,30-44,High School,Q2 (Mid-Low),Liberal,Not Too Happy,1,3,3,0,1.2688
GSS_2689,45-59,High School,Q3 (Mid-High),Moderate,Pretty Happy,2,4,3,0,0.6835
GSS_2690,30-44,Lt High School,Q4 (High),Extremely Liberal,Pretty Happy,2,3,-9,0,1.2604
GSS_2691,30-44,Lt High School,Q2 (Mid-Low),Extremely Liberal,Very Happy,5,3,4,1,1.4633
GSS_2692,45-59,Junior College,Q1 (Low),Liberal,Pretty Happy,3,3,1,0,0.5686
GSS_2693,45-59,Bachelor,Q1 (Low),Extremely Liberal,Pretty Happy,4,1,3,1,1.0259
GSS_2694,18-29,Lt High School,Q3 (Mid-High),Conservative,Pretty Happy,3,2,4,1,0.8535
GSS_2695,18-29,High School,Q1 (Low),Extremely Liberal,Very Happy,4,4,3,1,0.804
GSS_2696,18-29,High School,Q3 (Mid-High),Extremely Liberal,Pretty Happy,-9,4,1,0,0.5723
GSS_2697,30-44,Graduate,Q1 (Low),Liberal,Very Happy,2,1,5,1,0.8734
GSS_2698,45-59,High School,Q1 (Low),Moderate,Pretty Happy,3,5,5,1,0.5168
GSS_2699,30-44,High School,Q2 (Mid-Low),Conservative,Pretty Happy,1,1,3,0,1.1657
GSS_2700,45-59,Graduate,Q4 (High),Moderate,Pretty Happy,4,4,1,0,0.6078
GSS_2701,45-59,Junior College,Q1 (Low),Moderate,Very Happy,4,5,1,0,1.4002
GSS_2702,45-59,Bachelor,Q1 (Low),Liberal,Pretty Happy,3,3,3,0,1.2643
GSS_2703,30-44,Bachelor,Q4 (High),Liberal,Very Happy,5,3,5,1,1.4411
GSS_2704,18-29,High School,Q2 (Mid-Low),Extremely Liberal,Not Too Happy,3,3,5,1,0.5113
GSS_2705,30-44,High School,Q1 (Low),Conservative,Very Happy,5,5,5,1,0.5033
GSS_2706,45-59,Junior College,Q1 (Low),Extremely Conservative,Pretty Happy,-9,2,2,0,0.6219
GSS_2707,18-29,High School,Q1 (Low),Conservative,Pretty Happy,1,3,4,0,1.0608
GSS_2708,45-59,High School,Q2 (Mid-Low),Liberal,Very Happy,2,3,1,0,0.6335
GSS_2709,30-44,Bachelor,Q4 (High),Conservative,Pretty Happy,-9,1,5,1,1.0353
GSS_2710,30-44,High School,Q4 (High),Liberal,Pretty Happy,5,3,3,1,1.452
GSS_2711,18-29,Lt High School,Q1 (Low),Moderate,Very Happy,-9,5,3,0,1.089
GSS_2712,30-44,High School,Q4 (High),Conservative,Pretty Happy,4,5,5,1,1.0554
GSS_2713,18-29,High School,Q1 (Low),Conservative,Pretty Happy,2,4,-9,0,0.7179
GSS_2714,30-44,High School,Q3 (Mid-High),Extremely Conservative,Very Happy,-9,4,4,1,1.0606
GSS_2715,45-59,Graduate,Q1 (Low),Moderate,Very Happy,2,5,4,0,1.2392
GSS_2716,30-44,High School,Q3 (Mid-High),Moderate,Very Happy,3,5,5,1,0.5492
GSS_2717,30-44,Junior College,Q1 (Low),Liberal,Very Happy,3,-9,4,1,0.5912
GSS_2718,18-29,Junior College,Q1 (Low),Conservative,Pretty Happy,3,4,5,1,1.058
GSS_2719,30-44,High School,Q3 (Mid-High),Liberal,Pretty Happy,5,3,4,1,0.6029
GSS_2720,60+,Bachelor,Q2 (Mid-Low),Liberal,Pretty Happy,2,1,1,0,0.6383
GSS_2721,45-59,High School,Q4 (High),Moderate,Very Happy,3,4,1,0,1.3207
GSS_2722,30-44,High School,Q3 (Mid-High),Conservative,Pretty Happy,2,3,3,0,1.2765
GSS_2723,45-59,High School,Q3 (Mid-High),Moderate,Pretty Happy,1,-9,2,0,1.0299
GSS_2724,30-44,High School,Q3 (Mid-High),Liberal,Very Happy,4,3,5,1,1.4657
GSS_2725,45-59,Graduate,Q1 (Low),Liberal,Very Happy,3,4,5,1,1.4442
GSS_2726,45-59,High School,Q4 (High),Conservative,Pretty Happy,5,4,5,1,1.2839
GSS_2727,18-29,Lt High School,Q4 (High),Extremely Liberal,Pretty Happy,5,4,3,1,0.6466
GSS_2728,45-59,Graduate,Q4 (High),Conservative,Very Happy,-9,4,3,0,0.7915
GSS_2729,45-59,Lt High School,Q4 (High),Liberal,Not Too Happy,5,5,5,1,0.9177
GSS_2730,45-59,Junior College,Q1 (Low),Liberal,Pretty Happy,4,1,-9,1,1.5779
GSS_2731,60+,Lt High School,Q1 (Low),Liberal,Very Happy,5,1,2,1,1.0918
GSS_2732,30-44,High School,Q2 (Mid-Low),Liberal,Very Happy,4,-9,4,1,0.8466
GSS_2733,45-59,High School,Q2 (Mid-Low),Conservative,Pretty Happy,3,3,5,1,0.885
GSS_2734,30-44,Junior College,Q4 (High),Moderate,Pretty Happy,4,5,3,1,0.9058
GSS_2735,18-29,Bachelor,Q4 (High),Liberal,Pretty Happy,-9,2,5,1,1.2342
GSS_2736,30-44,Lt High School,Q2 (Mid-Low),Liberal,Not Too Happy,3,2,4,1,1.3773
GSS_2737,30-44,Lt High School,Q3 (Mid-High),Extremely Liberal,Pretty Happy,4,2,3,1,1.3727
GSS_2738,30-44,Junior College,Q2 (Mid-Low),Conservative,Pretty Happy,1,5,4,0,1.5117
GSS_2739,45-59,Graduate,Q4 (High),Conservative,Pretty Happy,1,2,5,0,1.2677
GSS_2740,30-44,Bachelor,Q2 (Mid-Low),Conservative,Pretty Happy,2,-9,2,0,1.042
GSS_2741,45-59,Graduate,Q4 (High),Moderate,Very Happy,1,1,4,0,1.0992
GSS_2742,30-44,High School,Q3 (Mid-High),Conservative,Pretty Happy,1,2,2,0,0.9995
GSS_2743,30-44,Junior College,Q4 (High),Liberal,Pretty Happy,1,5,1,0,1.153
GSS_2744,30-44,Bachelor,Q4 (High),Extremely Liberal,Not Too Happy,-9,5,4,1,0.8436
GSS_2745,45-59,High School,Q4 (High),Liberal,Very Happy,2,4,2,0,1.2294
GSS_2746,30-44,High School,Q1 (Low),Moderate,Pretty Happy,5,3,-9,1,1.5592
GSS_2747,60+,Junior College,Q1 (Low),Moderate,Pretty Happy,1,4,2,0,1.4223
GSS_2748,45-59,Lt High School,Q4 (High),Conservative,Pretty Happy,3,3,2,0,1.4379
GSS_2749,30-44,Bachelor,Q1 (Low),Liberal,Pretty Happy,2,1,5,1,1.419
GSS_2750,30-44,High School,Q4 (High),Conservative,Very Happy,3,2,5,1,1.1204
GSS_2751,60+,Lt High School,Q3 (Mid-High),Liberal,Very Happy,5,5,1,0,0.8796
GSS_2752,60+,Bachelor,Q4 (High),Conservative,Very Happy,3,4,3,0,0.5575
GSS_2753,45-59,High School,Q1 (Low),Extremely Conservative,Pretty Happy,4,5,5,1,0.7004
GSS_2754,18-29,High School,Q4 (High),Extremely Conservative,Very Happy,1,-9,3,0,1.2848
GSS_2755,60+,Junior College,Q4 (High),Liberal,Pretty Happy,2,1,2,0,1.2894
GSS_2756,60+,High School,Q2 (Mid-Low),Extremely Liberal,Pretty Happy,3,-9,3,0,1.3485
GSS_2757,30-44,Lt High School,Q1 (Low),Moderate,Not Too Happy,3,4,2,0,0.7786
GSS_2758,30-44,High School,Q1 (Low),Conservative,Very Happy,3,3,4,1,1.2402
GSS_2759,45-59,High School,Q1 (Low),Extremely Conservative,Not Too Happy,3,-9,2,0,1.315
GSS_2760,18-29,High School,Q4 (High),Moderate,Pretty Happy,5,3,3,1,0.9012
GSS_2761,60+,High School,Q2 (Mid-Low),Liberal,Very Happy,4,5,1,0,1.5733
GSS_2762,45-59,Lt High School,Q2 (Mid-Low),Moderate,Very Happy,4,5,4,1,0.5731
GSS_2763,18-29,High School,Q4 (High),Conservative,Very Happy,4,2,5,1,1.5347
GSS_2764,45-59,Bachelor,Q2 (Mid-Low),Conservative,Pretty Happy,5,5,2,1,0.7825
GSS_2765,18-29,High School,Q3 (Mid-High),Liberal,Pretty Happy,5,3,5,1,0.6454
GSS_2766,60+,Junior College,Q1 (Low),Extremely Conservative,Pretty Happy,4,3,5,1,1.2624
GSS_2767,60+,Bachelor,Q2 (Mid-Low),Moderate,Pretty Happy,1,2,5,0,1.1698
GSS_2768,45-59,Graduate,Q3 (Mid-High),Conservative,Pretty Happy,2,4,5,1,1.5739
GSS_2769,18-29,High School,Q1 (Low),Liberal,Pretty Happy,1,-9,3,0,1.5132
GSS_2770,30-44,High School,Q3 (Mid-High),Liberal,Very Happy,3,4,4,1,0.5915
GSS_2771,18-29,Graduate,Q1 (Low),Moderate,Pretty Happy,4,2,3,1,0.5437
GSS_2772,60+,Lt High School,Q3 (Mid-High),Moderate,Pretty Happy,2,3,2,0,1.4668
GSS_2773,30-44,High School,Q2 (Mid-Low),Moderate,Not Too Happy,5,4,1,0,0.7033
GSS_2774,45-59,Junior College,Q2 (Mid-Low),Conservative,Pretty Happy,1,1,4,0,0.6161
GSS_2775,45-59,Lt High School,Q3 (Mid-High),Moderate,Very Happy,4,4,4,1,1.2894
GSS_2776,18-29,Bachelor,Q1 (Low),Liberal,Very Happy,4,5,3,1,0.6304
GSS_2777,18-29,Lt High School,Q2 (Mid-Low),Moderate,Pretty Happy,5,3,4,1,0.9147
GSS_2778,45-59,High School,Q2 (Mid-Low),Conservative,Pretty Happy,4,3,2,0,1.1479
GSS_2779,45-59,High School,Q4 (High),Liberal,Pretty Happy,5,4,4,1,1.3959
GSS_2780,18-29,High School,Q3 (Mid-High),Conservative,Pretty Happy,1,4,4,0,1.3095
GSS_2781,30-44,Bachelor,Q2 (Mid-Low),Conservative,Pretty Happy,-9,5,3,0,1.3517
GSS_2782,45-59,Lt High School,Q2 (Mid-Low),Conservative,Not Too Happy,2,4,2,0,1.2424
GSS_2783,45-59,High School,Q4 (High),Conservative,Very Happy,1,2,4,0,0.8895
GSS_2784,30-44,High School,Q3 (Mid-High),Conservative,Very Happy,4,2,2,0,1.3573
GSS_2785,60+,High School,Q4 (High),Liberal,Very Happy,4,1,4,1,0.5772
GSS_2786,45-59,High School,Q2 (Mid-Low),Moderate,Very Happy,3,3,1,0,0.7631
GSS_2787,30-44,Bachelor,Q2 (Mid-Low),Liberal,Very Happy,5,4,5,1,0.5401
GSS_2788,30-44,Lt High School,Q1 (Low),Liberal,Very Happy,5,2,1,0,1.1154
GSS_2789,30-44,Graduate,Q3 (Mid-High),Conservative,Pretty Happy,1,3,4,0,1.2024
GSS_2790,30-44,Lt High School,Q2 (Mid-Low),Moderate,Not Too Happy,3,-9,3,0,1.2932
GSS_2791,30-44,High School,Q1 (Low),Moderate,Pretty Happy,1,5,2,0,1.2434
GSS_2792,18-29,High School,Q4 (High),Moderate,Very Happy,3,4,3,0,1.0251
GSS_2793,18-29,Bachelor,Q2 (Mid-Low),Extremely Conservative,Pretty Happy,2,4,4,0,1.4965
GSS_2794,60+,Bachelor,Q4 (High),Moderate,Pretty Happy,5,4,2,1,0.7516
GSS_2795,60+,High School,Q3 (Mid-High),Liberal,Pretty Happy,-9,1,2,0,0.7269
GSS_2796,30-44,Lt High School,Q4 (High),Moderate,Pretty Happy,5,4,5,1,1.438
GSS_2797,18-29,Lt High School,Q1 (Low),Moderate,Very Happy,4,1,4,1,0.5458
GSS_2798,18-29,Bachelor,Q1 (Low),Extremely Conservative,Very Happy,1,5,3,0,0.5905
GSS_2799,45-59,High School,Q4 (High),Liberal,Not Too Happy,1,1,2,0,1.2373
GSS_2800,45-59,Lt High School,Q2 (Mid-Low),Conservative,Pretty Happy,2,1,4,0,1.3455
GSS_2801,18-29,Junior College,Q3 (Mid-High),Liberal,Pretty Happy,-9,2,3,0,1.4087
GSS_2802,30-44,Bachelor,Q3 (Mid-High),Liberal,Pretty Happy,4,5,3,1,0.884
GSS_2803,18-29,Bachelor,Q3 (Mid-High),Moderate,Pretty Happy,2,4,5,1,1.4705
GSS_2804,18-29,High School,Q4 (High),Extremely Liberal,Not Too Happy,1,2,4,0,1.5818
GSS_2805,60+,High School,Q3 (Mid-High),Moderate,Pretty Happy,3,4,2,0,1.4757
GSS_2806,18-29,High School,Q3 (Mid-High),Liberal,Not Too Happy,1,4,3,0,1.5569
GSS_2807,18-29,High School,Q2 (Mid-Low),Moderate,Pretty Happy,1,2,2,0,0.6649
GSS_2808,30-44,Graduate,Q1 (Low),Moderate,Pretty Happy,3,3,5,1,0.8055
GSS_2809,60+,Bachelor,Q1 (Low),Liberal,Pretty Happy,1,3,4,0,1.2451
GSS_2810,60+,Junior College,Q3 (Mid-High),Conservative,Pretty Happy,4,1,1,0,1.1455
GSS_2811,18-29,High School,Q4 (High),Liberal,Pretty Happy,5,-9,5,1,1.3945
GSS_2812,30-44,High School,Q2 (Mid-Low),Liberal,Pretty Happy,5,1,2,1,1.2767
GSS_2813,45-59,High School,Q1 (Low),Extremely Liberal,Very Happy,3,3,2,0,1.1891
GSS_2814,18-29,Graduate,Q1 (Low),Liberal,Very Happy,3,2,-9,0,0.7864
GSS_2815,18-29,High School,Q4 (High),Conservative,Very Happy,4,2,1,0,0.9003
