Respondent_ID,Age_Group,Education_Level,Employment_Sector,Gender,Tech_Familiarity,Perceived_AI_Risk,Perceived_AI_Benefit,Ethical_Concern_Level,Privacy_Worry,Trust_Healthcare_AI,Trust_Workplace_AI,Trust_Financial_AI,Trust_Score_1_to_10,High_AI_Trust,Survey_Weight
RESP_1499,60+,Bachelor's,Tech/Engineering,Female,Novice,1,2,4,5,8,6,7,4.2,0,0.7068
RESP_1500,45-59,PhD,Tech/Engineering,Male,Intermediate,1,1,4,5,6,5,4,6.1,1,1.2303
RESP_1501,30-44,Bachelor's,Public Sector,Female,Novice,2,5,2,2,-9,3,5,6.4,1,1.2325
RESP_1502,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,4,5,3,2,5,2,7,4.7,0,1.0936
RESP_1503,45-59,Bachelor's,Education,Female,Advanced,1,1,5,2,7,1,10,5.8,0,0.6815
RESP_1504,45-59,Bachelor's,Education,Female,Intermediate,2,5,2,5,7,4,6,5.1,0,0.9174
RESP_1505,18-29,High School,Tech/Engineering,Male,Intermediate,2,3,2,5,6,5,6,2.2,0,0.6458
RESP_1506,60+,Bachelor's,Other,Non-Binary/Other,Intermediate,4,-9,1,1,8,6,3,4.3,0,1.0298
RESP_1507,45-59,Bachelor's,Healthcare,Female,Intermediate,3,3,5,4,8,7,8,5.9,0,1.4158
RESP_1508,60+,Bachelor's,Healthcare,Male,Advanced,4,2,2,4,5,4,6,3.5,0,0.602
RESP_1509,45-59,Bachelor's,Healthcare,Male,Advanced,3,2,1,1,3,5,5,4.1,0,0.84
RESP_1510,45-59,High School,Healthcare,Male,Intermediate,2,4,5,4,6,3,4,6.4,1,1.3199
RESP_1511,30-44,High School,Tech/Engineering,Male,Intermediate,1,3,4,5,5,5,4,5.5,0,0.6089
RESP_1512,60+,Master's,Finance,Female,Advanced,5,2,1,4,6,7,5,3.4,0,0.6092
RESP_1513,60+,Bachelor's,Other,Female,Advanced,-9,5,4,5,9,5,2,7.6,1,1.1497
RESP_1514,18-29,High School,Healthcare,Male,Intermediate,1,1,3,1,7,8,8,3.9,0,1.3103
RESP_1515,18-29,PhD,Finance,Female,Intermediate,2,1,3,2,9,7,7,3.7,0,1.2989
RESP_1516,30-44,High School,Finance,Male,Novice,4,3,3,1,4,8,5,2.5,0,1.3016
RESP_1517,45-59,Bachelor's,Public Sector,Female,Advanced,3,4,3,4,8,5,4,6.6,1,0.9249
RESP_1518,60+,PhD,Education,Female,Novice,2,5,2,5,9,4,5,7.0,1,1.3945
RESP_1519,18-29,Bachelor's,Healthcare,Male,Intermediate,1,3,3,4,6,6,6,7.1,1,0.6116
RESP_1520,30-44,High School,Healthcare,Female,Novice,4,1,2,4,10,4,5,1.6,0,0.881
RESP_1521,30-44,High School,Finance,Male,Novice,5,3,2,2,4,6,7,1.6,0,0.9035
RESP_1522,60+,Bachelor's,Public Sector,Male,Intermediate,4,5,5,4,5,4,2,5.7,0,0.749
RESP_1523,45-59,High School,Tech/Engineering,Male,Advanced,3,2,2,2,7,3,4,3.8,0,0.9026
RESP_1524,45-59,Bachelor's,Healthcare,Male,Novice,4,5,2,5,6,8,7,4.4,0,1.1273
RESP_1525,30-44,High School,Other,Male,Intermediate,5,2,3,5,5,3,6,1.7,0,1.0683
RESP_1526,30-44,Bachelor's,Public Sector,Male,Novice,1,-9,2,2,7,7,4,3.1,0,0.8875
RESP_1527,30-44,PhD,Other,Male,Novice,2,2,4,1,7,6,6,5.2,0,1.2744
RESP_1528,18-29,Master's,Public Sector,Female,Intermediate,3,3,3,5,5,5,4,5.7,0,1.2433
RESP_1529,60+,Bachelor's,Healthcare,Female,Intermediate,5,1,1,1,6,1,5,4.6,0,0.8526
RESP_1530,45-59,Bachelor's,Education,Female,Novice,3,3,3,5,-9,8,7,4.3,0,0.8909
RESP_1531,60+,Bachelor's,Finance,Female,Intermediate,4,1,2,5,5,3,7,1.5,0,0.8588
RESP_1532,60+,Bachelor's,Tech/Engineering,Male,Novice,3,5,4,3,7,7,6,3.4,0,0.716
RESP_1533,30-44,Bachelor's,Education,Male,Intermediate,5,4,3,4,4,3,3,2.7,0,1.2775
RESP_1534,45-59,High School,Finance,Male,Advanced,2,5,4,4,5,3,5,6.8,1,0.6416
RESP_1535,60+,Master's,Tech/Engineering,Female,Advanced,2,3,1,1,8,6,6,6.4,1,0.7355
RESP_1536,45-59,Bachelor's,Public Sector,Male,Intermediate,3,3,1,4,7,-9,8,4.3,0,0.6948
RESP_1537,18-29,High School,Education,Female,Intermediate,1,1,5,1,2,2,2,3.4,0,1.3428
RESP_1538,30-44,Bachelor's,Other,Male,Advanced,3,3,5,5,5,8,3,5.3,0,0.6396
RESP_1539,18-29,Bachelor's,Tech/Engineering,Male,Novice,4,2,3,3,7,5,8,1.8,0,1.1982
RESP_1540,60+,Master's,Healthcare,Female,Advanced,2,3,5,3,6,5,8,7.0,1,0.64
RESP_1541,45-59,Master's,Finance,Female,Advanced,2,1,4,5,7,4,5,4.3,0,1.3078
RESP_1542,18-29,Master's,Healthcare,Female,Novice,2,1,5,2,6,3,9,2.1,0,1.4214
RESP_1543,45-59,High School,Finance,Male,Novice,1,2,4,2,6,7,4,3.6,0,1.0382
RESP_1544,45-59,Bachelor's,Public Sector,Male,Advanced,1,-9,5,4,6,6,2,7.5,1,1.3241
RESP_1545,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,5,4,5,1,8,3,7,2.7,0,1.2358
RESP_1546,18-29,High School,Education,Female,Novice,3,5,5,3,7,7,8,4.2,0,1.3161
RESP_1547,45-59,Bachelor's,Education,Female,Novice,3,3,2,4,7,5,8,3.6,0,1.2901
RESP_1548,30-44,Master's,Healthcare,Male,Intermediate,4,4,2,5,6,5,3,5.2,0,0.7848
RESP_1549,45-59,High School,Other,Male,Intermediate,2,3,5,3,5,9,6,5.7,0,1.0496
RESP_1550,30-44,Bachelor's,Public Sector,Female,Intermediate,1,4,4,1,5,1,7,7.9,1,1.4644
RESP_1551,60+,Bachelor's,Finance,Female,Advanced,4,3,3,1,8,1,6,5.2,0,0.9092
RESP_1552,30-44,High School,Finance,Male,Novice,4,2,1,2,8,2,8,3.3,0,1.4734
RESP_1553,30-44,Bachelor's,Education,Female,Intermediate,1,-9,2,4,5,6,4,5.6,0,1.1248
RESP_1554,60+,PhD,Other,Female,Intermediate,3,1,5,5,-9,4,5,5.5,0,1.0155
RESP_1555,30-44,Master's,Finance,Female,Intermediate,2,2,1,3,7,4,6,4.5,0,1.192
RESP_1556,18-29,PhD,Finance,Male,Novice,3,4,2,1,7,3,7,6.5,1,1.3343
RESP_1557,18-29,Bachelor's,Public Sector,Male,Advanced,4,5,3,3,7,9,5,7.3,1,0.9548
RESP_1558,45-59,High School,Healthcare,Male,Advanced,2,4,4,5,4,9,7,6.7,1,0.6297
RESP_1559,45-59,Bachelor's,Public Sector,Male,Intermediate,5,1,5,3,4,7,9,1.0,0,1.2379
RESP_1560,45-59,Bachelor's,Tech/Engineering,Male,Intermediate,4,5,3,4,8,2,4,3.5,0,1.4606
RESP_1561,18-29,Master's,Healthcare,Female,Novice,3,3,2,2,9,4,5,5.2,0,1.1625
RESP_1562,18-29,High School,Healthcare,Male,Intermediate,3,5,5,3,3,7,7,5.4,0,0.7696
RESP_1563,18-29,Bachelor's,Other,Female,Intermediate,3,4,1,2,6,5,9,5.2,0,0.8234
RESP_1564,30-44,High School,Public Sector,Male,Intermediate,1,2,4,5,8,7,7,6.5,1,1.4188
RESP_1565,30-44,Bachelor's,Finance,Female,Advanced,4,3,2,2,2,8,4,3.8,0,0.6122
RESP_1566,30-44,Master's,Finance,Female,Intermediate,2,4,4,3,4,9,6,7.7,1,1.0939
RESP_1567,30-44,Bachelor's,Education,Female,Intermediate,3,3,5,3,6,4,7,3.7,0,0.7428
RESP_1568,60+,Bachelor's,Other,Female,Intermediate,3,5,3,1,5,5,4,6.0,1,0.8545
RESP_1569,30-44,Bachelor's,Education,Female,Novice,1,1,4,3,6,-9,3,2.3,0,0.8763
RESP_1570,30-44,Bachelor's,Healthcare,Female,Intermediate,2,4,1,2,9,1,5,5.2,0,0.7974
RESP_1571,45-59,Master's,Tech/Engineering,Non-Binary/Other,Intermediate,4,2,2,1,4,7,7,4.3,0,1.3131
RESP_1572,30-44,Master's,Public Sector,Female,Intermediate,5,5,1,3,6,6,2,7.1,1,0.899
RESP_1573,45-59,PhD,Finance,Male,Intermediate,1,4,4,3,5,4,4,8.8,1,0.9109
RESP_1574,60+,Master's,Healthcare,Male,Intermediate,4,2,3,5,6,1,6,4.2,0,1.0077
RESP_1575,60+,Bachelor's,Tech/Engineering,Non-Binary/Other,Intermediate,5,4,3,1,6,4,8,7.1,1,1.4121
RESP_1576,18-29,Bachelor's,Public Sector,Male,Intermediate,3,5,1,5,10,7,6,6.9,1,1.2194
RESP_1577,60+,Bachelor's,Tech/Engineering,Male,Intermediate,-9,-9,5,5,9,8,6,3.5,0,0.6556
RESP_1578,30-44,Bachelor's,Finance,Female,Advanced,2,3,5,5,3,3,7,4.3,0,0.6353
RESP_1579,30-44,Master's,Other,Female,Novice,5,5,3,4,4,7,9,5.2,0,1.1098
RESP_1580,30-44,High School,Education,Female,Novice,3,4,1,5,4,6,8,2.4,0,1.3984
RESP_1581,60+,PhD,Healthcare,Male,Intermediate,3,1,1,2,4,6,1,3.3,0,0.8909
RESP_1582,30-44,Bachelor's,Finance,Male,Novice,2,4,1,3,3,2,6,5.7,0,0.823
RESP_1583,30-44,Bachelor's,Public Sector,Female,Novice,4,3,4,4,6,2,7,4.3,0,1.2734
RESP_1584,45-59,Bachelor's,Education,Female,Intermediate,3,2,5,5,5,3,9,3.5,0,1.1419
RESP_1585,18-29,Master's,Other,Male,Intermediate,1,2,5,3,4,4,7,4.5,0,1.1085
RESP_1586,18-29,Bachelor's,Tech/Engineering,Female,Intermediate,1,2,4,1,10,9,3,5.0,0,0.7344
RESP_1587,18-29,Bachelor's,Education,Male,Advanced,4,1,2,1,5,4,4,3.0,0,0.7584
RESP_1588,18-29,High School,Finance,Male,Intermediate,5,3,4,3,5,7,4,2.8,0,0.8536
RESP_1589,18-29,Bachelor's,Public Sector,Male,Advanced,2,5,1,2,7,4,6,6.5,1,0.7862
RESP_1590,18-29,High School,Tech/Engineering,Male,Novice,1,2,4,3,5,6,4,2.9,0,1.4743
RESP_1591,45-59,Master's,Public Sector,Male,Intermediate,1,3,1,3,4,5,1,7.9,1,0.6167
RESP_1592,18-29,Bachelor's,Education,Male,Advanced,4,4,3,4,5,5,3,6.6,1,1.1635
RESP_1593,30-44,Bachelor's,Healthcare,Male,Intermediate,5,1,1,1,10,6,4,3.0,0,1.0658
RESP_1594,60+,High School,Tech/Engineering,Male,Intermediate,5,3,5,1,5,4,2,1.0,0,0.8909
RESP_1595,30-44,High School,Public Sector,Female,Intermediate,4,3,4,5,4,6,3,2.3,0,1.3988
RESP_1596,45-59,Master's,Tech/Engineering,Female,Novice,1,5,1,3,7,8,10,8.7,1,1.2031
RESP_1597,18-29,High School,Healthcare,Female,Intermediate,2,3,2,3,5,3,5,5.5,0,1.4985
RESP_1598,18-29,High School,Healthcare,Female,Intermediate,1,5,3,2,10,8,4,7.6,1,0.7518
RESP_1599,18-29,High School,Public Sector,Male,Advanced,5,1,2,1,4,4,7,1.7,0,0.6791
RESP_1600,18-29,PhD,Finance,Male,Novice,1,1,2,2,9,4,8,4.4,0,0.7255
RESP_1601,30-44,Master's,Public Sector,Female,Advanced,2,4,2,4,8,7,10,7.8,1,0.8424
RESP_1602,18-29,Bachelor's,Healthcare,Female,Advanced,3,5,3,5,5,4,9,6.7,1,0.9751
RESP_1603,18-29,Bachelor's,Finance,Non-Binary/Other,Novice,1,5,3,2,6,-9,6,7.4,1,1.3763
RESP_1604,18-29,Bachelor's,Education,Female,Intermediate,4,2,3,1,4,5,2,3.1,0,0.8552
RESP_1605,30-44,Master's,Public Sector,Female,Advanced,-9,2,3,4,5,1,3,4.3,0,1.4237
RESP_1606,18-29,Bachelor's,Other,Male,Advanced,4,4,2,3,5,6,4,6.5,1,1.0166
RESP_1607,30-44,High School,Tech/Engineering,Male,Intermediate,4,1,5,4,6,2,6,3.3,0,1.1824
RESP_1608,30-44,High School,Finance,Female,Intermediate,4,2,5,2,3,-9,5,4.2,0,0.838
RESP_1609,45-59,High School,Tech/Engineering,Female,Intermediate,1,3,3,1,7,6,2,6.3,1,0.7404
RESP_1610,18-29,Bachelor's,Education,Female,Intermediate,5,1,4,2,6,6,2,2.4,0,1.3825
RESP_1611,45-59,Master's,Healthcare,Male,Novice,3,3,1,3,7,8,6,3.1,0,0.6986
RESP_1612,45-59,Bachelor's,Healthcare,Male,Intermediate,2,5,4,3,7,3,6,6.1,1,1.2966
RESP_1613,18-29,High School,Healthcare,Female,Novice,5,1,4,1,-9,3,5,1.0,0,1.1229
RESP_1614,60+,High School,Finance,Male,Novice,1,4,4,5,7,6,6,6.2,1,1.375
RESP_1615,60+,PhD,Healthcare,Male,Intermediate,4,5,5,4,6,8,8,6.3,1,1.246
RESP_1616,18-29,Bachelor's,Finance,Female,Intermediate,2,5,1,4,7,5,6,6.5,1,0.8535
RESP_1617,30-44,Master's,Education,Male,Intermediate,3,3,4,3,7,3,3,6.0,1,1.117
RESP_1618,45-59,Bachelor's,Tech/Engineering,Male,Intermediate,-9,-9,3,2,6,8,9,4.8,0,0.6118
RESP_1619,45-59,Bachelor's,Public Sector,Female,Intermediate,5,2,5,2,6,-9,5,2.8,0,1.0277
RESP_1620,18-29,Bachelor's,Healthcare,Female,Novice,2,1,3,5,9,4,5,2.0,0,0.6774
RESP_1621,18-29,High School,Education,Male,Intermediate,1,2,3,2,7,2,4,4.3,0,0.9861
RESP_1622,30-44,Bachelor's,Finance,Male,Advanced,-9,3,4,4,3,7,3,5.0,0,0.6987
RESP_1623,30-44,Master's,Healthcare,Male,Intermediate,2,3,3,2,5,7,3,6.0,1,1.4599
RESP_1624,45-59,Bachelor's,Tech/Engineering,Male,Intermediate,4,1,1,5,6,3,3,1.8,0,1.0708
RESP_1625,30-44,Bachelor's,Healthcare,Male,Intermediate,3,5,3,4,6,-9,1,5.5,0,1.4219
RESP_1626,30-44,High School,Other,Female,Advanced,5,4,4,2,6,-9,5,4.7,0,0.6201
RESP_1627,45-59,PhD,Finance,Male,Novice,2,3,3,4,4,6,8,8.5,1,1.1739
RESP_1628,18-29,Master's,Finance,Female,Intermediate,5,1,5,3,6,5,3,3.0,0,0.8763
RESP_1629,30-44,Bachelor's,Finance,Female,Intermediate,5,4,5,3,5,1,10,1.9,0,0.9886
RESP_1630,45-59,PhD,Tech/Engineering,Male,Intermediate,5,5,5,3,8,6,8,6.7,1,1.3858
RESP_1631,60+,Bachelor's,Education,Male,Novice,1,3,2,2,4,6,5,4.6,0,1.482
RESP_1632,30-44,Bachelor's,Public Sector,Female,Intermediate,5,1,5,5,6,1,3,1.0,0,0.8218
RESP_1633,30-44,Master's,Tech/Engineering,Male,Novice,4,1,5,4,5,8,2,3.0,0,1.4534
RESP_1634,18-29,Master's,Healthcare,Female,Intermediate,4,1,2,1,10,6,5,3.1,0,1.2199
RESP_1635,30-44,Bachelor's,Healthcare,Female,Intermediate,3,3,5,3,9,8,5,7.6,1,1.4563
RESP_1636,30-44,High School,Education,Female,Novice,5,4,4,3,3,1,5,2.6,0,1.1061
RESP_1637,18-29,Bachelor's,Other,Male,Advanced,5,1,5,1,4,4,8,2.3,0,1.4647
RESP_1638,30-44,PhD,Tech/Engineering,Male,Novice,2,5,5,1,8,8,8,9.0,1,1.4032
RESP_1639,30-44,Bachelor's,Education,Female,Advanced,1,1,2,2,7,2,6,5.4,0,0.7157
RESP_1640,18-29,Bachelor's,Tech/Engineering,Male,Intermediate,3,4,4,4,7,4,6,4.1,0,0.8797
RESP_1641,30-44,Bachelor's,Other,Female,Novice,5,3,3,3,6,6,5,1.3,0,0.8188
RESP_1642,18-29,Bachelor's,Tech/Engineering,Male,Novice,2,1,1,5,8,1,5,2.5,0,1.1149
RESP_1643,30-44,Bachelor's,Education,Female,Advanced,1,1,4,2,8,2,6,6.2,1,1.3225
RESP_1644,18-29,PhD,Finance,Female,Novice,3,5,3,2,5,8,5,8.4,1,1.2835
RESP_1645,60+,Bachelor's,Finance,Male,Novice,3,5,4,5,4,5,7,6.4,1,1.2541
RESP_1646,30-44,High School,Education,Female,Intermediate,5,1,3,5,3,8,3,1.8,0,0.9377
RESP_1647,45-59,High School,Healthcare,Female,Intermediate,3,1,3,5,6,5,4,3.8,0,0.7257
RESP_1648,45-59,Master's,Healthcare,Male,Intermediate,2,5,4,1,2,10,3,8.3,1,0.7895
RESP_1649,30-44,Bachelor's,Healthcare,Non-Binary/Other,Novice,3,4,2,3,7,6,4,3.5,0,1.2675
RESP_1650,18-29,Bachelor's,Healthcare,Female,Novice,4,2,4,1,5,8,5,2.0,0,0.7328
RESP_1651,30-44,Master's,Education,Female,Novice,2,2,4,3,10,4,7,3.8,0,0.8007
RESP_1652,30-44,Master's,Healthcare,Female,Novice,1,1,3,1,7,5,5,5.8,0,0.9821
RESP_1653,45-59,Master's,Healthcare,Male,Intermediate,1,5,1,4,6,-9,3,7.2,1,0.6649
RESP_1654,30-44,PhD,Finance,Female,Intermediate,5,3,3,3,3,-9,2,3.6,0,0.7914
RESP_1655,18-29,Bachelor's,Other,Male,Novice,5,3,5,2,-9,5,4,2.6,0,0.7348
RESP_1656,30-44,Master's,Finance,Non-Binary/Other,Intermediate,4,2,4,3,-9,5,7,6.1,1,1.4562
RESP_1657,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,1,4,4,3,5,6,8,7.7,1,0.7724
RESP_1658,45-59,Master's,Tech/Engineering,Female,Advanced,1,2,2,3,10,6,2,8.2,1,1.3756
RESP_1659,30-44,Master's,Other,Female,Advanced,1,1,3,4,6,-9,6,4.8,0,0.7033
RESP_1660,30-44,Master's,Healthcare,Female,Advanced,1,4,2,1,6,5,4,9.3,1,1.3827
RESP_1661,60+,Bachelor's,Tech/Engineering,Male,Novice,3,3,4,2,3,6,5,2.5,0,1.1395
RESP_1662,45-59,High School,Education,Female,Novice,2,5,3,1,8,3,3,6.5,1,1.3647
RESP_1663,18-29,Bachelor's,Finance,Female,Intermediate,2,5,3,1,4,7,5,5.0,0,1.3806
RESP_1664,18-29,PhD,Finance,Male,Novice,4,1,5,5,7,6,3,2.6,0,1.1367
RESP_1665,18-29,PhD,Healthcare,Female,Intermediate,3,-9,5,4,8,10,5,3.6,0,1.4259
RESP_1666,18-29,High School,Tech/Engineering,Male,Intermediate,1,1,1,5,6,5,8,2.8,0,1.1269
RESP_1667,18-29,High School,Other,Female,Advanced,1,5,5,4,10,7,7,6.4,1,1.2413
RESP_1668,18-29,High School,Healthcare,Male,Advanced,5,3,3,1,5,6,9,4.5,0,0.9745
RESP_1669,30-44,Master's,Finance,Male,Intermediate,5,5,5,1,9,9,6,5.6,0,1.4227
RESP_1670,18-29,Master's,Finance,Male,Intermediate,4,4,1,4,3,3,6,4.8,0,1.3417
RESP_1671,60+,Bachelor's,Finance,Male,Intermediate,1,5,4,1,8,4,6,7.7,1,0.75
RESP_1672,18-29,Bachelor's,Healthcare,Female,Novice,4,5,5,1,6,3,4,3.7,0,1.1187
RESP_1673,30-44,Master's,Healthcare,Female,Intermediate,3,4,3,2,5,5,1,6.5,1,1.4071
RESP_1674,30-44,Master's,Education,Male,Novice,2,2,4,5,3,3,7,4.3,0,1.3138
RESP_1675,60+,Bachelor's,Public Sector,Male,Intermediate,1,5,3,5,5,2,2,10.0,1,1.4663
RESP_1676,18-29,Bachelor's,Other,Female,Intermediate,3,1,4,5,5,1,8,5.0,0,0.8082
RESP_1677,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,1,5,3,3,6,1,7,8.7,1,0.9307
RESP_1678,60+,Bachelor's,Tech/Engineering,Female,Intermediate,5,1,5,2,7,6,4,2.0,0,1.0565
RESP_1679,60+,Bachelor's,Other,Female,Intermediate,4,4,5,5,4,4,4,5.2,0,0.8094
RESP_1680,45-59,Bachelor's,Finance,Female,Advanced,5,5,1,5,10,2,5,7.3,1,0.9546
RESP_1681,30-44,Master's,Public Sector,Male,Novice,2,-9,4,2,5,4,3,5.5,0,1.0838
RESP_1682,18-29,Bachelor's,Healthcare,Female,Intermediate,5,4,1,1,7,4,6,4.4,0,0.7722
RESP_1683,45-59,Master's,Education,Female,Intermediate,1,2,2,5,6,3,7,5.2,0,0.831
RESP_1684,60+,High School,Finance,Male,Intermediate,5,5,5,1,6,9,2,3.5,0,0.7124
RESP_1685,30-44,Bachelor's,Finance,Male,Advanced,1,1,4,5,6,8,4,5.3,0,1.242
RESP_1686,30-44,High School,Education,Male,Novice,2,1,1,4,4,8,5,1.0,0,0.9254
RESP_1687,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,5,5,1,3,5,5,8,4.8,0,0.7982
RESP_1688,45-59,Master's,Education,Female,Intermediate,4,2,2,5,3,6,7,3.5,0,1.0566
RESP_1689,18-29,PhD,Healthcare,Male,Advanced,4,2,1,4,5,4,1,6.7,1,0.6614
RESP_1690,30-44,High School,Education,Male,Novice,4,2,3,2,5,3,5,3.3,0,1.4311
RESP_1691,30-44,Bachelor's,Other,Female,Intermediate,5,1,5,4,8,5,6,4.7,0,0.865
RESP_1692,30-44,Master's,Healthcare,Male,Intermediate,5,-9,1,2,5,-9,4,4.6,0,1.3978
RESP_1693,18-29,Bachelor's,Public Sector,Male,Novice,5,2,1,5,5,8,3,1.8,0,1.0479
RESP_1694,18-29,Bachelor's,Tech/Engineering,Female,Intermediate,1,1,2,2,6,4,4,3.7,0,1.3651
RESP_1695,45-59,Master's,Finance,Female,Intermediate,2,1,3,4,6,2,5,3.1,0,0.8224
RESP_1696,30-44,Bachelor's,Other,Female,Intermediate,4,4,1,3,5,7,3,5.8,0,0.7577
RESP_1697,30-44,High School,Tech/Engineering,Female,Advanced,1,5,5,1,7,1,7,8.1,1,1.3645
RESP_1698,18-29,Bachelor's,Tech/Engineering,Female,Intermediate,4,5,5,1,6,5,3,6.0,1,0.7916
RESP_1699,30-44,Master's,Education,Male,Intermediate,1,2,1,3,5,5,3,5.9,0,1.2716
RESP_1700,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,5,2,3,1,5,4,4,2.5,0,0.9101
RESP_1701,18-29,High School,Finance,Male,Novice,4,4,5,5,8,2,8,3.7,0,1.2734
RESP_1702,30-44,Master's,Other,Male,Novice,5,2,5,5,5,4,6,2.8,0,1.4169
RESP_1703,18-29,High School,Education,Male,Intermediate,4,-9,3,4,7,9,7,4.5,0,1.4835
RESP_1704,18-29,Master's,Healthcare,Male,Intermediate,3,1,3,4,3,6,6,2.2,0,0.9238
RESP_1705,60+,Bachelor's,Education,Female,Novice,1,2,1,2,8,8,3,5.1,0,0.9308
RESP_1706,30-44,PhD,Finance,Female,Intermediate,3,1,4,4,5,2,4,3.0,0,1.4832
RESP_1707,45-59,Bachelor's,Tech/Engineering,Male,Intermediate,1,3,2,5,7,6,4,6.8,1,1.3754
RESP_1708,30-44,Bachelor's,Education,Male,Novice,2,4,4,4,5,5,8,5.7,0,0.6406
RESP_1709,45-59,High School,Finance,Male,Intermediate,-9,3,4,1,7,5,6,4.0,0,1.1161
RESP_1710,45-59,Bachelor's,Finance,Female,Novice,2,2,5,2,7,6,2,3.7,0,0.7631
RESP_1711,30-44,Master's,Healthcare,Male,Advanced,2,-9,3,2,6,5,8,7.2,1,1.4946
RESP_1712,30-44,PhD,Finance,Female,Advanced,1,2,5,5,2,2,5,9.0,1,0.725
RESP_1713,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,3,3,2,4,8,6,7,5.8,0,1.1034
RESP_1714,30-44,Bachelor's,Tech/Engineering,Non-Binary/Other,Novice,5,2,1,1,6,7,8,2.7,0,1.1987
RESP_1715,60+,Master's,Public Sector,Female,Intermediate,1,5,2,4,7,8,1,6.7,1,1.4434
RESP_1716,45-59,Master's,Finance,Male,Advanced,5,3,5,3,7,8,6,5.6,0,1.3625
RESP_1717,60+,Bachelor's,Tech/Engineering,Female,Intermediate,2,2,5,4,-9,6,5,1.6,0,0.8212
RESP_1718,18-29,Bachelor's,Healthcare,Female,Novice,5,1,5,5,7,2,1,1.0,0,1.1154
RESP_1719,45-59,Bachelor's,Healthcare,Male,Intermediate,3,2,5,4,5,2,3,5.1,0,1.4582
RESP_1720,60+,Bachelor's,Healthcare,Male,Advanced,1,1,4,2,7,5,4,3.7,0,1.2621
RESP_1721,18-29,High School,Healthcare,Male,Intermediate,3,5,1,1,6,7,7,5.5,0,1.2195
RESP_1722,18-29,Bachelor's,Tech/Engineering,Male,Intermediate,3,2,4,5,5,7,5,5.5,0,1.2794
RESP_1723,45-59,Bachelor's,Education,Male,Intermediate,1,5,5,3,6,6,6,8.3,1,0.8903
RESP_1724,30-44,Master's,Finance,Male,Intermediate,3,-9,3,1,4,-9,5,5.7,0,1.2563
RESP_1725,45-59,High School,Finance,Male,Novice,4,1,4,1,7,9,8,1.0,0,0.8096
RESP_1726,18-29,Bachelor's,Finance,Female,Intermediate,4,3,5,2,7,6,6,4.1,0,0.9853
RESP_1727,45-59,Bachelor's,Tech/Engineering,Non-Binary/Other,Novice,4,1,5,2,7,5,6,1.0,0,1.4009
RESP_1728,18-29,Bachelor's,Other,Female,Intermediate,5,5,1,2,9,4,3,4.2,0,0.6171
RESP_1729,18-29,High School,Public Sector,Male,Novice,3,4,2,5,6,3,6,4.2,0,0.9729
RESP_1730,18-29,Bachelor's,Public Sector,Female,Intermediate,1,2,4,4,6,3,10,5.5,0,0.8401
RESP_1731,45-59,Bachelor's,Public Sector,Female,Novice,1,5,4,1,4,3,7,6.6,1,0.7787
RESP_1732,45-59,Bachelor's,Other,Female,Intermediate,5,-9,4,4,9,6,4,1.0,0,1.3547
RESP_1733,30-44,Bachelor's,Education,Male,Intermediate,1,1,5,4,3,5,9,6.3,1,1.2268
RESP_1734,30-44,Bachelor's,Healthcare,Female,Novice,4,1,1,2,6,4,4,2.6,0,0.7014
RESP_1735,60+,Master's,Finance,Female,Novice,3,1,5,4,5,7,7,2.7,0,1.045
RESP_1736,30-44,Bachelor's,Finance,Male,Novice,1,2,5,1,6,9,5,5.6,0,1.0202
RESP_1737,45-59,Master's,Finance,Male,Advanced,1,3,3,1,3,3,6,7.3,1,0.7283
RESP_1738,30-44,Bachelor's,Education,Female,Intermediate,2,-9,1,3,8,4,6,5.7,0,1.3198
RESP_1739,30-44,High School,Tech/Engineering,Female,Intermediate,2,2,4,5,4,1,5,1.7,0,0.93
RESP_1740,30-44,High School,Healthcare,Female,Novice,2,1,2,4,8,5,4,2.7,0,1.2857
RESP_1741,30-44,Bachelor's,Other,Female,Intermediate,3,2,4,5,4,5,3,3.5,0,0.7729
RESP_1742,45-59,Master's,Education,Male,Advanced,4,5,5,5,8,7,3,7.5,1,0.8836
RESP_1743,30-44,Master's,Education,Male,Advanced,4,1,1,5,4,5,6,6.1,1,0.6857
RESP_1744,18-29,Master's,Healthcare,Male,Intermediate,4,4,1,5,5,4,4,5.4,0,0.7291
RESP_1745,60+,Bachelor's,Healthcare,Female,Novice,3,1,1,1,6,-9,3,1.7,0,1.3949
RESP_1746,30-44,Bachelor's,Public Sector,Male,Novice,3,4,3,4,4,6,10,4.1,0,0.6982
RESP_1747,30-44,High School,Finance,Male,Novice,2,4,4,3,4,1,10,3.1,0,0.6862
RESP_1748,60+,Bachelor's,Public Sector,Male,Novice,1,3,3,5,4,7,7,5.7,0,1.4463
RESP_1749,45-59,Bachelor's,Education,Male,Novice,5,3,2,3,7,8,7,3.0,0,1.1813
RESP_1750,18-29,High School,Finance,Male,Novice,5,2,5,1,6,6,4,1.2,0,0.6908
